"Sample","Substrate","Density","Culture","Day","Weight","D_matter","D_weight","Weight_Indv","Respiration"
"M-1.5-R01-D6","Bran/grass",1.5,1,6,2.2252,0.2326,0.51758152,51.758152,2.01534907949834
"M-1.5-R02-D6","Bran/grass",1.5,2,6,2.0697,0.2326,0.48141222,48.141222,2.28417872897312
"M-1.5-R03-D6","Bran/grass",1.5,3,6,2.0056,0.2326,0.46650256,46.650256,1.2613112626933
"M-1.5-R04-D6","Bran/grass",1.5,4,6,2.0043,0.2326,0.46620018,46.620018,1.13724854676588
"M-1.5-R05-D6","Bran/grass",1.5,5,6,2.0509,0.2326,0.47703934,47.703934,1.75502773707008
"M-1.5-R06-D6","Bran/grass",1.5,6,6,1.9817,0.2326,0.46094342,46.094342,1.65596697305479
"M-1.5-R07-D6","Bran/grass",1.5,7,6,2.2305,0.2326,0.5188143,51.88143,1.54732179223638
"M-1.5-R08-D6","Bran/grass",1.5,8,6,2.0977,0.2326,0.48792502,48.792502,1.87962012695868
"M-1.5-R09-D6","Bran/grass",1.5,9,6,2.0006,0.2326,0.46533956,46.533956,1.93909949566336
"M-1.5-R10-D6","Bran/grass",1.5,10,6,2.0483,0.2326,0.47643458,47.643458,1.48842238299541
"B-1.5-R01-D6","Brewery",1.5,1,6,2.2595,0.2578,0.5824991,58.24991,2.01044121444083
"B-1.5-R02-D6","Brewery",1.5,2,6,2.2126,0.2578,0.57040828,57.040828,1.87011281459299
"B-1.5-R03-D6","Brewery",1.5,3,6,2.1415,0.2578,0.5520787,55.20787,1.6249324370094
"B-1.5-R04-D6","Brewery",1.5,4,6,2.1985,0.2578,0.5667733,56.67733,1.57418263156261
"B-1.5-R05-D6","Brewery",1.5,5,6,2.2266,0.2578,0.57401748,57.401748,2.08250704445612
"B-1.5-R06-D6","Brewery",1.5,6,6,2.1367,0.2578,0.55084126,55.084126,2.30143838966223
"B-1.5-R07-D6","Brewery",1.5,7,6,2.1554,0.2578,0.55566212,55.566212,1.53468839779008
"B-1.5-R08-D6","Brewery",1.5,8,6,2.1377,0.2578,0.55109906,55.109906,1.50879471629783
"B-1.5-R09-D6","Brewery",1.5,9,6,2.2142,0.2578,0.57082076,57.082076,2.0265174896344
"B-1.5-R10-D6","Brewery",1.5,10,6,2.1144,0.2578,0.54509232,54.509232,1.41609339218293
"S-1.5-R01-D6","Sludge",1.5,1,6,1.9315,0.2136,0.4125684,41.25684,2.21720346800823
"S-1.5-R02-D6","Sludge",1.5,2,6,2.1225,0.2136,0.453366,45.3366,2.05243296151119
"S-1.5-R03-D6","Sludge",1.5,3,6,1.9874,0.2136,0.42450864,42.450864,1.88355412944854
"S-1.5-R04-D6","Sludge",1.5,4,6,1.992,0.2291,0.4563672,45.63672,1.57519672253252
"S-1.5-R05-D6","Sludge",1.5,5,6,1.8671,0.2291,0.42775261,42.775261,1.60785715649658
"S-1.5-R06-D6","Sludge",1.5,6,6,2.015,0.2291,0.4616365,46.16365,1.90200555655013
"S-1.5-R07-D6","Sludge",1.5,7,6,1.8357,0.2291,0.42055887,42.055887,1.60467073181274
"S-1.5-R08-D6","Sludge",1.5,8,6,1.9918,0.2291,0.45632138,45.632138,1.82188398901196
"S-1.5-R09-D6","Sludge",1.5,9,6,1.99,0.2291,0.455909,45.5909,1.46729911952016
"S-1.5-R10-D6","Sludge",1.5,10,6,1.9197,0.2291,0.43980327,43.980327,1.29336994680899
"M-0.5-R01-D7","Bran/grass",0.5,1,7,2.5493,0.2322,0.59194746,59.194746,1.62172202105003
"M-0.5-R02-D7","Bran/grass",0.5,2,7,2.4324,0.2322,0.56480328,56.480328,2.80259274792432
"M-0.5-R03-D7","Bran/grass",0.5,3,7,2.5621,0.2322,0.59491962,59.491962,1.59041364424828
"M-0.5-R04-D7","Bran/grass",0.5,4,7,2.4773,0.2612,0.64707076,64.707076,2.63680956881385
"M-0.5-R05-D7","Bran/grass",0.5,5,7,2.5068,0.2612,0.65477616,65.477616,1.81210272168894
"M-0.5-R06-D7","Bran/grass",0.5,6,7,2.5021,0.2612,0.65354852,65.354852,2.64648214821445
"M-0.5-R07-D7","Bran/grass",0.5,7,7,2.3141,0.2612,0.60444292,60.444292,1.90602606253279
"M-0.5-R08-D7","Bran/grass",0.5,8,7,2.4299,0.2612,0.63468988,63.468988,1.85198667674928
"M-0.5-R09-D7","Bran/grass",0.5,9,7,2.5595,0.2612,0.6685414,66.85414,2.03025920491374
"M-0.5-R10-D7","Bran/grass",0.5,10,7,2.5055,0.2612,0.6544366,65.44366,2.08317474613414
"B-0.5-R01-D7","Brewery",0.5,1,7,2.3654,0.2787,0.65923698,65.923698,4.11827292509028
"B-0.5-R02-D7","Brewery",0.5,2,7,2.4508,0.2787,0.68303796,68.303796,3.55596946695886
"B-0.5-R03-D7","Brewery",0.5,3,7,2.5495,0.2787,0.71054565,71.054565,4.02198199450602
"B-0.5-R04-D7","Brewery",0.5,4,7,2.3743,0.2787,0.66171741,66.171741,3.57580675514679
"B-0.5-R05-D7","Brewery",0.5,5,7,2.5487,0.2787,0.71032269,71.032269,3.37507702089574
"B-0.5-R06-D7","Brewery",0.5,6,7,2.2054,0.2787,0.61464498,61.464498,3.10102716627056
"B-0.5-R07-D7","Brewery",0.5,7,7,2.5977,0.2787,0.72397899,72.397899,2.72870533658449
"B-0.5-R08-D7","Brewery",0.5,8,7,2.6549,0.2787,0.73992063,73.992063,3.11955449550915
"B-0.5-R09-D7","Brewery",0.5,9,7,2.3425,0.2787,0.65285475,65.285475,2.84933967097753
"B-0.5-R10-D7","Brewery",0.5,10,7,2.4105,0.2787,0.67180635,67.180635,2.84618109509551
"S-0.5-R01-D7","Sludge",0.5,1,7,2.1214,0.2374,0.50362036,50.362036,3.02145610790457
"S-0.5-R02-D7","Sludge",0.5,2,7,2.0998,0.2374,0.49849252,49.849252,2.68593123985309
"S-0.5-R03-D7","Sludge",0.5,3,7,2.0081,0.2374,0.47672294,47.672294,1.83943648260748
"S-0.5-R04-D7","Sludge",0.5,4,7,2.0238,0.2374,0.48045012,48.045012,1.273890339208
"S-0.5-R05-D7","Sludge",0.5,5,7,1.9372,0.2374,0.45989128,45.989128,1.84397302077225
"S-0.5-R06-D7","Sludge",0.5,6,7,2.023,0.2374,0.4802602,48.02602,2.54024125621162
"S-0.5-R07-D7","Sludge",0.5,7,7,1.8391,0.2374,0.43660234,43.660234,1.3357518978981
"S-0.5-R08-D7","Sludge",0.5,8,7,2.01,0.2374,0.477174,47.7174,1.69634315256644
"S-0.5-R09-D7","Sludge",0.5,9,7,2.0756,0.2374,0.49274744,49.274744,1.9525779233927
"S-0.5-R10-D7","Sludge",0.5,10,7,1.9983,0.2374,0.47439642,47.439642,1.96684430692301
"M-1.5-R01-D7","Bran/grass",1.5,1,7,2.1582,0.233,0.5028606,50.28606,1.5964909947838
"M-1.5-R02-D7","Bran/grass",1.5,2,7,2.091,0.233,0.487203,48.7203,1.74991725238434
"M-1.5-R03-D7","Bran/grass",1.5,3,7,1.9876,0.233,0.4631108,46.31108,1.16485594185003
"M-1.5-R05-D7","Bran/grass",1.5,5,7,2.0142,0.233,0.4693086,46.93086,1.47334590573784
"M-1.5-R06-D7","Bran/grass",1.5,6,7,1.8847,0.233,0.4391351,43.91351,1.36261321460539
"M-1.5-R07-D7","Bran/grass",1.5,7,7,2.2521,0.233,0.5247393,52.47393,1.26056168585452
"M-1.5-R08-D7","Bran/grass",1.5,8,7,2.018,0.233,0.470194,47.0194,1.40972162906264
"M-1.5-R10-D7","Bran/grass",1.5,10,7,2.0135,0.233,0.4691455,46.91455,1.47822067100842
"B-1.5-R01-D7","Brewery",1.5,1,7,2.2753,0.2639,0.60045167,60.045167,1.13876950523164
"B-1.5-R02-D7","Brewery",1.5,2,7,2.1774,0.2639,0.57461586,57.461586,1.61649292262108
"B-1.5-R03-D7","Brewery",1.5,3,7,2.1951,0.2639,0.57928689,57.928689,1.05731045958207
"B-1.5-R05-D7","Brewery",1.5,5,7,2.1664,0.2639,0.57171296,57.171296,1.55175017006704
"B-1.5-R06-D7","Brewery",1.5,6,7,2.1391,0.2639,0.56450849,56.450849,1.24732608969408
"B-1.5-R07-D7","Brewery",1.5,7,7,2.0733,0.2639,0.54714387,54.714387,1.28943983826667
"B-1.5-R09-D7","Brewery",1.5,9,7,2.1276,0.2639,0.56147364,56.147364,1.51037908947803
"S-1.5-R01-D7","Sludge",1.5,1,7,1.9645,0.2322,0.4561569,45.61569,1.19954301058668
"S-1.5-R02-D7","Sludge",1.5,2,7,2.0667,0.2322,0.47988774,47.988774,1.49104824716815
"S-1.5-R03-D7","Sludge",1.5,3,7,2.0582,0.2322,0.47791404,47.791404,1.39556082965518
"S-1.5-R04-D7","Sludge",1.5,4,7,1.9835,0.2322,0.4605687,46.05687,0.924827439118506
"S-1.5-R05-D7","Sludge",1.5,5,7,1.9031,0.2322,0.44189982,44.189982,1.03570508472486
"S-1.5-R06-D7","Sludge",1.5,6,7,2.0108,0.2322,0.46690776,46.690776,1.41835984197046
"S-1.5-R07-D7","Sludge",1.5,7,7,1.9902,0.2322,0.46212444,46.212444,1.57516658106732
"S-1.5-R08-D7","Sludge",1.5,8,7,1.9974,0.2322,0.46379628,46.379628,1.47250660143829
"S-1.5-R09-D7","Sludge",1.5,9,7,1.9501,0.2322,0.45281322,45.281322,1.26459177814131
"S-1.5-R10-D7","Sludge",1.5,10,7,1.9085,0.2322,0.4431537,44.31537,1.1499685805118
"M-0.5-R01-D8","Bran/grass",0.5,1,8,2.4957,0.268,0.6688476,66.88476,0.913775497186126
"M-0.5-R02-D8","Bran/grass",0.5,2,8,2.4602,0.268,0.6593336,65.93336,1.39545791433892
"M-0.5-R04-D8","Bran/grass",0.5,4,8,2.5452,0.268,0.6821136,68.21136,2.0139644135107
"M-0.5-R05-D8","Bran/grass",0.5,5,8,2.4265,0.268,0.650302,65.0302,1.15174544584709
"M-0.5-R06-D8","Bran/grass",0.5,6,8,2.4836,0.268,0.6656048,66.56048,1.63250094241592
"M-0.5-R07-D8","Bran/grass",0.5,7,8,2.3478,0.268,0.6292104,62.92104,0.823823979135159
"M-0.5-R08-D8","Bran/grass",0.5,8,8,2.4365,0.268,0.652982,65.2982,1.00187865880634
"M-0.5-R09-D8","Bran/grass",0.5,9,8,2.4166,0.268,0.6476488,64.76488,1.13869542784242
"M-0.5-R10-D8","Bran/grass",0.5,10,8,2.5225,0.268,0.67603,67.603,1.13669167052481
"B-0.5-R01-D8","Brewery",0.5,1,8,2.4199,0.289,0.6993511,69.93511,2.68330711338827
"B-0.5-R02-D8","Brewery",0.5,2,8,2.4644,0.289,0.7122116,71.22116,2.32619770363284
"B-0.5-R03-D8","Brewery",0.5,3,8,2.5139,0.289,0.7265171,72.65171,1.82292370443532
"B-0.5-R04-D8","Brewery",0.5,4,8,2.5143,0.289,0.7266327,72.66327,2.76160356492484
"B-0.5-R05-D8","Brewery",0.5,5,8,2.5648,0.289,0.7412272,74.12272,1.74485029887754
"B-0.5-R06-D8","Brewery",0.5,6,8,2.2351,0.289,0.6459439,64.59439,2.01307040134986
"B-0.5-R07-D8","Brewery",0.5,7,8,2.6004,0.289,0.7515156,75.15156,2.11880699301416
"B-0.5-R08-D8","Brewery",0.5,8,8,2.6106,0.289,0.7544634,75.44634,1.96046811527103
"B-0.5-R09-D8","Brewery",0.5,9,8,2.4474,0.289,0.7072986,70.72986,2.16083287755794
"B-0.5-R10-D8","Brewery",0.5,10,8,2.51,0.289,0.72539,72.539,2.2488574246119
"S-0.5-R01-D8","Sludge",0.5,1,8,2.2733,0.2408,0.54741064,54.741064,2.14055763243721
"S-0.5-R02-D8","Sludge",0.5,2,8,2.1454,0.2408,0.51661232,51.661232,1.8054694424725
"S-0.5-R03-D8","Sludge",0.5,3,8,2.1304,0.2408,0.51300032,51.300032,1.95339280430465
"S-0.5-R04-D8","Sludge",0.5,4,8,2.0397,0.2408,0.49115976,49.115976,1.14354759200387
"S-0.5-R05-D8","Sludge",0.5,5,8,2.0163,0.2408,0.48552504,48.552504,1.39561331522576
"S-0.5-R06-D8","Sludge",0.5,6,8,2.1023,0.2408,0.50623384,50.623384,2.45978213422225
"S-0.5-R07-D8","Sludge",0.5,7,8,1.9115,0.2408,0.4602892,46.02892,2.04079940430265
"S-0.5-R08-D8","Sludge",0.5,8,8,2.0708,0.2408,0.49864864,49.864864,1.18658449643507
"S-0.5-R09-D8","Sludge",0.5,9,8,2.136,0.2408,0.5143488,51.43488,1.44852640307831
"S-0.5-R10-D8","Sludge",0.5,10,8,2.0304,0.2408,0.48892032,48.892032,1.24104428017325
"M-1.5-R02-D8","Bran/grass",1.5,2,8,1.992,0.2334,0.4649328,46.49328,0.93848972293383
"M-1.5-R07-D8","Bran/grass",1.5,7,8,2.155,0.2334,0.502977,50.2977,1.26817727501877
"B-1.5-R01-D8","Brewery",1.5,1,8,2.1581,0.27,0.582687,58.2687,1.32670673374698
"B-1.5-R03-D8","Brewery",1.5,3,8,2.0921,0.27,0.564867,56.4867,0.853748705206958
"B-1.5-R06-D8","Brewery",1.5,6,8,2.0923,0.27,0.564921,56.4921,0.591430179943825
"S-1.5-R01-D8","Sludge",1.5,1,8,2.0017,0.2353,0.47100001,47.100001,0.970816763891909
"S-1.5-R03-D8","Sludge",1.5,3,8,1.9568,0.2353,0.46043504,46.043504,1.33529583217582
"S-1.5-R05-D8","Sludge",1.5,5,8,1.9037,0.2353,0.44794061,44.794061,1.03147064415573
"S-1.5-R07-D8","Sludge",1.5,7,8,1.9826,0.2353,0.46650578,46.650578,1.29442539893207
"S-1.5-R08-D8","Sludge",1.5,8,8,2.109,0.2353,0.4962477,49.62477,0.797360122226027
"M-0.5-R02-D9","Bran/grass",0.5,2,9,2.3818,0.2748,0.65451864,65.451864,0.771694600039095
"M-0.5-R04-D9","Bran/grass",0.5,4,9,2.4008,0.2748,0.65973984,65.973984,1.27358158502834
"M-0.5-R07-D9","Bran/grass",0.5,7,9,2.2749,0.2748,0.62514252,62.514252,0.458322635060755
"M-0.5-R08-D9","Bran/grass",0.5,8,9,2.301,0.2748,0.6323148,63.23148,0.629954959515211
"M-0.5-R10-D9","Bran/grass",0.5,10,9,2.4332,0.2748,0.66864336,66.864336,0.818075136475405
"B-0.5-R01-D9","Brewery",0.5,1,9,2.5044,0.2993,0.74956692,74.956692,1.83681888659115
"B-0.5-R02-D9","Brewery",0.5,2,9,2.4763,0.2993,0.74115659,74.115659,1.24041476876859
"B-0.5-R04-D9","Brewery",0.5,4,9,2.519,0.2993,0.7539367,75.39367,1.68447076885089
"B-0.5-R05-D9","Brewery",0.5,5,9,2.5827,0.2993,0.77300211,77.300211,1.30368160663395
"B-0.5-R06-D9","Brewery",0.5,6,9,2.489,0.2993,0.7449577,74.49577,1.80997316501538
"B-0.5-R07-D9","Brewery",0.5,7,9,2.5344,0.2993,0.75854592,75.854592,0.976115124129346
"B-0.5-R09-D9","Brewery",0.5,9,9,2.4484,0.2993,0.73280612,73.280612,0.977946907414837
"B-0.5-R10-D9","Brewery",0.5,10,9,2.4067,0.2993,0.72032531,72.032531,0.99822994084179
"S-0.5-R01-D9","Sludge",0.5,1,9,2.2726,0.2442,0.55496892,55.496892,1.64306092780641
"S-0.5-R02-D9","Sludge",0.5,2,9,2.1603,0.2442,0.52754526,52.754526,1.40960050865767
"S-0.5-R03-D9","Sludge",0.5,3,9,2.1541,0.2442,0.52603122,52.603122,0.916313529841456
"S-0.5-R04-D9","Sludge",0.5,4,9,2.0349,0.2442,0.49692258,49.692258,1.04141026533741
"S-0.5-R05-D9","Sludge",0.5,5,9,2.0435,0.2442,0.4990227,49.90227,1.29251241622685
"S-0.5-R06-D9","Sludge",0.5,6,9,2.1835,0.2442,0.5332107,53.32107,1.69706427893866
"S-0.5-R07-D9","Sludge",0.5,7,9,1.9357,0.2442,0.47269794,47.269794,0.967423168204777
"S-0.5-R08-D9","Sludge",0.5,8,9,2.1076,0.2442,0.51467592,51.467592,1.00374151712501
"S-0.5-R09-D9","Sludge",0.5,9,9,2.1477,0.2442,0.52446834,52.446834,1.00913590254843
"S-0.5-R10-D9","Sludge",0.5,10,9,2.0066,0.2442,0.49001172,49.001172,1.15358535633816
"S-1.5-R01-D9","Sludge",1.5,1,9,1.9365,0.2384,0.4616616,46.16616,0.837725339259413
"S-1.5-R05-D9","Sludge",1.5,5,9,1.809,0.2384,0.4312656,43.12656,0.74844934226367
"S-1.5-R08-D9","Sludge",1.5,8,9,1.9375,0.2384,0.4619,46.19,0.937865830426883
"M-0.5-R01-D10","Bran/grass",0.5,1,10,2.2697,0.2342,0.53156374,53.156374,0.479264229760178
"B-0.5-R01-D10","Brewery",0.5,1,10,2.4948,0.3096,0.77239008,77.239008,0.821399737646224
"B-0.5-R02-D10","Brewery",0.5,2,10,2.362,0.3096,0.7312752,73.12752,0.515592326306368
"B-0.5-R04-D10","Brewery",0.5,4,10,2.5212,0.3096,0.78056352,78.056352,1.18992769715115
"B-0.5-R05-D10","Brewery",0.5,5,10,2.4953,0.3096,0.77254488,77.254488,0.801027370597859
"B-0.5-R06-D10","Brewery",0.5,6,10,2.5094,0.3096,0.77691024,77.691024,1.25133470724405
"B-0.5-R09-D10","Brewery",0.5,9,10,2.338,0.3096,0.7238448,72.38448,0.693578524645822
"S-0.5-R02-D10","Sludge",0.5,2,10,2.3002,0.2476,0.56952952,56.952952,1.25971164418655
"S-0.5-R03-D10","Sludge",0.5,3,10,2.1361,0.2476,0.52889836,52.889836,0.91739718015988
"S-0.5-R05-D10","Sludge",0.5,5,10,2.0134,0.2476,0.49851784,49.851784,0.875387226148956
"S-0.5-R06-D10","Sludge",0.5,6,10,2.1828,0.2476,0.54046128,54.046128,1.31267371400352
"S-0.5-R07-D10","Sludge",0.5,7,10,1.9535,0.2476,0.4836866,48.36866,0.699754301058678
"S-0.5-R08-D10","Sludge",0.5,8,10,2.0538,0.2476,0.50852088,50.852088,0.904569604000123
"S-0.5-R09-D10","Sludge",0.5,9,10,2.0326,0.2476,0.50327176,50.327176,0.628995043056884
"S-0.5-R10-D10","Sludge",0.5,10,10,2.0003,0.2476,0.49527428,49.527428,0.866715011574441
"B-0.5-R04-D11","Brewery",0.5,4,11,2.4447,0.3199,0.78205953,78.205953,0.68119984937807
"B-0.5-R06-D11","Brewery",0.5,6,11,2.3923,0.3199,0.76529677,76.529677,0.751740364826075
"S-0.5-R02-D11","Sludge",0.5,2,11,2.1757,0.251,0.5461007,54.61007,0.430848749652777
